,SURVEYID,DBN,SCHOOL,DISTRICT,BOROUGH,DATE_OF_TEST,TOTAL_TESTED,TOTAL_STUDENT,TOTAL_EMPLOYEE,PERC_OF_TEST_AVAILABLE,PERC_OF_POSITIVE_LAST_SURRVEY,POSTITVE_IN_LAST_SURVERY,POSITIVE_STUDENT_IN_LAST_SURVEY,POSITIVE_EMPLOYEE_IN_LAST_SURVEY,VOLUME,OVER_THRESHOLD,LAB,TEST_TYPE,DATE_OF_LATEST_REPORTING,AVG_TIME,MAX_TURNAROUND,high,middle,elem,elem2,date,,elem = not middle or high
2632,2650,75K369F,P369K @ ADAMS ST HS,75,Brooklyn,2020-10-30T00:00:00,18,0,18,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2633,2651,05M148,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,5,Manhattan,2020-10-30T00:00:00,18,0,18,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/30/20,,
2634,2652,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,28,Queens,2020-10-30T00:00:00,17,15,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2635,2653,75Q277C,Q277 @ Q322,75,Queens,2020-10-30T00:00:00,17,0,17,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2636,2654,09X339,I.S. 339,9,Bronx,2020-10-30T00:00:00,17,0,17,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/30/20,,
2637,2655,24Q330,HELEN M. MARSHALL SCHOOL,24,Queens,2020-10-30T00:00:00,16,10,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2638,2656,22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,22,Brooklyn,2020-10-30T00:00:00,16,0,16,100%,6%,1,0,1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2639,2657,75X017,P017X @ P385X,75,Bronx,2020-10-30T00:00:00,16,0,16,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2640,2658,21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,21,Brooklyn,2020-10-30T00:00:00,15,2,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2641,2659,23K668,RIVERDALE AVENUE MIDDLE SCHOOL,23,Brooklyn,2020-10-30T00:00:00,15,5,10,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/30/20,,
2642,2660,75K771C,P771K @ BROOKLYN STUDIO SCHOOL,75,Brooklyn,2020-10-30T00:00:00,15,2,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2643,2661,75R373B,P373R @ ROBERT RANDALL SCHOOL,75,Staten Island,2020-10-30T00:00:00,15,1,14,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2644,2662,21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,21,Brooklyn,2020-10-30T00:00:00,14,13,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2645,2663,21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,21,Brooklyn,2020-10-30T00:00:00,14,1,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2646,2664,28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,28,Queens,2020-10-30T00:00:00,14,3,11,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2647,2665,75Q277B,Q277 @ Q315,75,Queens,2020-10-30T00:00:00,14,0,14,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2648,2666,26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,26,Queens,2020-10-30T00:00:00,13,7,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/30/20,,
2649,2667,02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,2,Manhattan,2020-10-30T00:00:00,13,1,12,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2650,2668,19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,19,Brooklyn,2020-10-30T00:00:00,12,0,12,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2651,2669,27Q333,GOLDIE MAPLE ACADEMY,27,Queens,2020-10-30T00:00:00,12,10,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/30/20,,
2652,2670,28Q325,HILLSIDE ARTS & LETTERS ACADEMY,28,Queens,2020-10-30T00:00:00,12,0,12,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2653,2671,75K396,K396 @ K181,75,Brooklyn,2020-10-30T00:00:00,12,0,12,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2654,2672,19K583,MULTICULTURAL HIGH SCHOOL,19,Brooklyn,2020-10-30T00:00:00,11,0,11,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2655,2673,05M304,MOTT HALL HIGH SCHOOL,5,Manhattan,2020-10-30T00:00:00,11,3,8,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2656,2674,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1,Manhattan,2020-10-30T00:00:00,11,4,7,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/30/20,,
2657,2675,15K423,BROOKLYN FRONTIERS HIGH SCHOOL,15,Brooklyn,2020-10-30T00:00:00,10,0,10,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2658,2676,19K953,THE EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL,19,Brooklyn,2020-10-30T00:00:00,10,1,9,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2659,2677,21K128,P.S. 128 BENSONHURST,21,Brooklyn,2020-10-30T00:00:00,10,0,10,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2660,2678,21K572,LEADERS HIGH SCHOOL,21,Brooklyn,2020-10-30T00:00:00,10,3,7,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2661,2679,22K195,P.S. 195 MANHATTAN BEACH,22,Brooklyn,2020-10-30T00:00:00,10,5,5,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2662,2680,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,28,Queens,2020-10-30T00:00:00,10,0,10,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/30/20,,
2663,2681,18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,18,Brooklyn,2020-10-30T00:00:00,9,5,4,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2664,2682,19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,19,Brooklyn,2020-10-30T00:00:00,9,6,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2665,2683,75X469F,X469 @ X413,75,Bronx,2020-10-30T00:00:00,9,0,9,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2666,2684,15K001,P.S. 001 THE BERGEN,15,Brooklyn,2020-10-30T00:00:00,8,0,8,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2667,2685,19K760,HIGHLAND PARK COMMUNITY SCHOOL,19,Brooklyn,2020-10-30T00:00:00,8,2,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/30/20,,
2668,2686,75Q009B,P009Q @ P058Q,75,Queens,2020-10-30T00:00:00,8,8,0,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2669,2687,19K171,I.S. 171 ABRAHAM LINCOLN,19,Brooklyn,2020-10-30T00:00:00,7,1,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/30/20,,
2670,2688,09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,9,Bronx,2020-10-30T00:00:00,7,0,7,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/30/20,,
2671,2689,04M102,P.S. 102 JACQUES CARTIER,4,Manhattan,2020-10-30T00:00:00,7,5,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2672,2690,75M169,P169M @ P102M,75,Manhattan,2020-10-30T00:00:00,7,0,7,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2673,2691,79M973,RESTART ACADEMY @ ORCHARD COLLEGIATE,79,Manhattan,2020-10-30T00:00:00,7,3,4,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2674,2692,13K044,P.S. 044 MARCUS GARVEY,13,Brooklyn,2020-10-30T00:00:00,6,0,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2675,2693,15K015,P.S. 015 PATRICK F. DALY,15,Brooklyn,2020-10-30T00:00:00,6,0,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2676,2694,75K771F,K771 @ K014,75,Brooklyn,2020-10-30T00:00:00,6,0,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2677,2695,15K896,THE SCHOOL OF CREATIVITY AND INNOVATION,15,Brooklyn,2020-10-30T00:00:00,5,2,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2678,2696,18K235C,P.S. 235 JANICE MARIE KNIGHT SCHOOL,18,Brooklyn,2020-10-30T00:00:00,5,2,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2679,2697,04M038,P.S. 38 ROBERTO CLEMENTE,4,Manhattan,2020-10-30T00:00:00,5,0,5,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2680,2698,18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,18,Brooklyn,2020-10-30T00:00:00,4,1,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2681,2699,15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,15,Brooklyn,2020-10-30T00:00:00,3,0,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2682,2700,19K639,BROOKLYN LAB SCHOOL,19,Brooklyn,2020-10-30T00:00:00,3,3,0,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2683,2701,19K764,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,19,Brooklyn,2020-10-30T00:00:00,3,1,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2684,2702,23K599,BROOKLYN LANDMARK ELEMENTARY SCHOOL,23,Brooklyn,2020-10-30T00:00:00,3,0,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2685,2703,75K811D,P811K @ CONNIE LEKAS SCHOOL,75,Brooklyn,2020-10-30T00:00:00,3,0,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2686,2704,79Q950C,PATHWAYS TO GRADUATION,79,Queens,2020-10-30T00:00:00,3,0,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2687,2705,75Q256C,P256Q @ P253Q,75,Queens,2020-10-30T00:00:00,3,0,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2688,2706,18K563,IT TAKES A VILLAGE ACADEMY,18,Brooklyn,2020-10-30T00:00:00,2,0,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2689,2707,28Q099,P.S. 099 KEW GARDENS,28,Queens,2020-10-30T00:00:00,2,1,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2690,2708,79Q950II,] P2G @ ADAMS ACADEMY,79,Queens,2020-10-30T00:00:00,2,0,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2691,2709,10X310,P.S. 310 MARBLE HILL,10,Bronx,2020-10-30T00:00:00,2,0,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2692,2710,15K038,P.S. 038 THE PACIFIC,15,Brooklyn,2020-10-30T00:00:00,1,1,0,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2693,2711,20K176,P.S. 176 OVINGTON,20,Brooklyn,2020-10-30T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2694,2712,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,20,Brooklyn,2020-10-30T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/30/20,,
2695,2713,22K361,P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,22,Brooklyn,2020-10-30T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2696,2714,22K405,MIDWOOD HIGH SCHOOL,22,Brooklyn,2020-10-30T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/30/20,,
2697,2715,27Q056,P.S. 056 HARRY EICHLER,27,Queens,2020-10-30T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2698,2716,31R045,P.S. 045 JOHN TYLER,31,Staten Island,2020-10-30T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2699,2717,32K383,J.H.S. 383 PHILIPPA SCHUYLER,32,Brooklyn,2020-10-30T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/30/20,,
2700,2718,75K372B,P372K @ THE CHILDREN'S SCHOOL,75,Brooklyn,2020-10-30T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2701,2719,79M973C,RESTART ACADEMY,79,Manhattan,2020-10-30T00:00:00,1,1,0,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/30/20,,
2702,2720,06M115,P.S. 115 ALEXANDER HUMBOLDT,6,Manhattan,2020-10-30T00:00:00,1,1,0,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2703,2721,09X126,P.S. 126 DR MARJORIE H DUNBAR,9,Bronx,2020-10-30T00:00:00,1,1,0,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/30/20,,
2704,2722,10X085,P.S. 085 GREAT EXPECTATIONS,10,Bronx,2020-10-29T00:00:00,126,75,51,100%,1%,1,1,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2705,2723,10X205,P.S. 205 FIORELLO LAGUARDIA,10,Bronx,2020-10-29T00:00:00,108,38,70,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2706,2724,15K261,P.S. 261 PHILIP LIVINGSTON,15,Brooklyn,2020-10-29T00:00:00,92,69,23,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2707,2725,30Q450,LONG ISLAND CITY HIGH SCHOOL,30,Queens,2020-10-29T00:00:00,92,37,55,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/29/20,,
2708,2726,25Q032,P.S. 032 STATE STREET,25,Queens,2020-10-29T00:00:00,87,55,32,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2709,2727,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,27,Queens,2020-10-29T00:00:00,82,33,49,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/29/20,,
2710,2728,31R080,THE MICHAEL J. PETRIDES SCHOOL,31,Staten Island,2020-10-29T00:00:00,82,11,71,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/29/20,,
2711,2729,10X032,P.S. 032 BELMONT,10,Bronx,2020-10-29T00:00:00,82,42,40,100%,1%,1,1,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2712,2730,26Q159,P.S. 159,26,Queens,2020-10-29T00:00:00,79,22,57,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2713,2731,25Q425,JOHN BOWNE HIGH SCHOOL,25,Queens,2020-10-29T00:00:00,76,31,45,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/29/20,,
2714,2732,06M103,DOS PUENTES ELEMENTARY SCHOOL,6,Manhattan,2020-10-29T00:00:00,76,43,33,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2715,2733,06M115,P.S. 115 ALEXANDER HUMBOLDT,6,Manhattan,2020-10-29T00:00:00,73,23,50,100%,1%,1,1,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2716,2734,27Q650,"HS FOR CONSTRUCTION TRADES, ENGINEERING & ARCH",27,Queens,2020-10-29T00:00:00,71,21,50,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/29/20,,
2717,2735,12X067,P.S. 067 MOHEGAN SCHOOL,12,Bronx,2020-10-29T00:00:00,71,21,50,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2718,2736,26Q178,P.S./ IS 178 HOLLISWOOD,26,Queens,2020-10-29T00:00:00,70,26,44,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/29/20,,
2719,2737,75M079,P079M @ HORAN SCHOOL,75,Manhattan,2020-10-29T00:00:00,69,1,68,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/29/20,,
2720,2738,11X169,BAYCHESTER ACADEMY,11,Bronx,2020-10-29T00:00:00,69,29,40,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/29/20,,
2721,2739,20K227,J.H.S. 227 EDWARD B. SHALLOW,20,Brooklyn,2020-10-29T00:00:00,68,16,52,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/29/20,,
2722,2740,08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,8,Bronx,2020-10-29T00:00:00,68,22,46,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/29/20,,
2723,2741,22K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL,22,Brooklyn,2020-10-29T00:00:00,66,3,63,100%,2%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2724,2742,30Q078A,P.S./I.S. 78Q,30,Queens,2020-10-29T00:00:00,66,47,19,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2725,2743,02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2,Manhattan,2020-10-29T00:00:00,65,13,52,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/29/20,,
2726,2744,27Q063,P.S. 063 OLD SOUTH,27,Queens,2020-10-29T00:00:00,64,18,46,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2727,2745,27Q480,JOHN ADAMS HIGH SCHOOL,27,Queens,2020-10-29T00:00:00,64,6,58,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/29/20,,
2728,2746,25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TEC",25,Queens,2020-10-29T00:00:00,64,29,35,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/29/20,,
2729,2747,27Q062,P. S. 62 - CHESTER PARK SCHOOL,27,Queens,2020-10-29T00:00:00,63,21,42,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/29/20,,
2730,2748,29Q135,THE BELLAIRE SCHOOL,29,Queens,2020-10-29T00:00:00,60,29,31,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/29/20,,
2731,2749,21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,21,Brooklyn,2020-10-29T00:00:00,60,12,48,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/29/20,,
2732,2750,29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,29,Queens,2020-10-29T00:00:00,59,33,26,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/29/20,,
2733,2751,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",9,Bronx,2020-10-29T00:00:00,59,26,33,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/29/20,,
2734,2752,25Q164,P.S. 164 QUEENS VALLEY,25,Queens,2020-10-29T00:00:00,58,27,31,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/29/20,,
2735,2753,15K015,P.S. 015 PATRICK F. DALY,15,Brooklyn,2020-10-29T00:00:00,57,29,28,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2736,2754,08X146,P.S. 146 EDWARD COLLINS,8,Bronx,2020-10-29T00:00:00,56,26,30,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2737,2755,25Q219,P.S. 219 PAUL KLAPPER,25,Queens,2020-10-29T00:00:00,55,17,38,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/29/20,,
2738,2756,30Q111,P.S. 111 JACOB BLACKWELL,30,Queens,2020-10-29T00:00:00,55,24,31,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/29/20,,
2739,2757,04M495,PARK EAST HIGH SCHOOL,4,Manhattan,2020-10-29T00:00:00,55,17,38,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/29/20,,
2740,2758,06M223,THE MOTT HALL SCHOOL,6,Manhattan,2020-10-29T00:00:00,54,40,14,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/29/20,,
2741,2759,03M452,P.S. 452,3,Manhattan,2020-10-29T00:00:00,53,26,27,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2742,2760,09X035,P.S. 035 FRANZ SIEGEL,9,Bronx,2020-10-29T00:00:00,53,21,32,100%,2%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/29/20,,
2743,2761,27Q124,P.S. 124 OSMOND A CHURCH,27,Queens,2020-10-29T00:00:00,52,15,37,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/29/20,,
2744,2762,75K372B,P372K @ THE CHILDREN'S SCHOOL,75,Brooklyn,2020-10-29T00:00:00,52,0,52,100%,2%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/29/20,,
2745,2763,02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,2,Manhattan,2020-10-29T00:00:00,52,29,23,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/29/20,,
