,SURVEYID,DBN,SCHOOL,DISTRICT,BOROUGH,DATE_OF_TEST,TOTAL_TESTED,TOTAL_STUDENT,TOTAL_EMPLOYEE,PERC_OF_TEST_AVAILABLE,PERC_OF_POSITIVE_LAST_SURRVEY,POSTITVE_IN_LAST_SURVERY,POSITIVE_STUDENT_IN_LAST_SURVEY,POSITIVE_EMPLOYEE_IN_LAST_SURVEY,VOLUME,OVER_THRESHOLD,LAB,TEST_TYPE,DATE_OF_LATEST_REPORTING,AVG_TIME,MAX_TURNAROUND,high,middle,elem,elem2,date,,elem = not middle or high
1266,1276,21K090,P.S. 90 EDNA COHEN SCHOOL,21,Brooklyn,2020-11-10T00:00:00,26,8,18,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1267,1277,23K643,BROOKLYN DEMOCRACY ACADEMY,23,Brooklyn,2020-11-10T00:00:00,26,0,26,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1268,1278,24Q061,I.S. 061 LEONARDO DA VINCI,24,Queens,2020-11-10T00:00:00,26,23,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1269,1279,27Q051,P.S. 051,27,Queens,2020-11-10T00:00:00,26,6,20,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1270,1280,75Q721A,JOHN F. KENNEDY JR. SCHOOL,75,Queens,2020-11-10T00:00:00,26,12,14,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1271,1281,10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING",10,Bronx,2020-11-10T00:00:00,26,13,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,11/10/20,,
1272,1282,27Q105,P.S. 105 THE BAY SCHOOL,27,Queens,2020-11-10T00:00:00,25,8,17,100%,4%,1,1,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1273,1283,28Q099,P.S. 099 KEW GARDENS,28,Queens,2020-11-10T00:00:00,25,8,17,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1274,1284,30Q398,THE HECTOR FIGUEROA SCHOOL,30,Queens,2020-11-10T00:00:00,25,7,18,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1275,1285,03M421,WEST PREP ACADEMY,3,Manhattan,2020-11-10T00:00:00,25,9,16,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1276,1286,20K503,P.S. 503: THE SCHOOL OF DISCOVERY,20,Brooklyn,2020-11-10T00:00:00,24,10,14,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1277,1287,22K203,P.S. 203 FLOYD BENNETT SCHOOL,22,Brooklyn,2020-11-10T00:00:00,24,8,16,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1278,1288,20K170,RALPH A. FABRIZIO SCHOOL,20,Brooklyn,2020-11-10T00:00:00,23,8,15,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1279,1289,75Q255A,P255Q @ P007Q,75,Queens,2020-11-10T00:00:00,23,0,23,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1280,1290,03M859A,SPECIAL MUSIC SCHOOL,3,Manhattan,2020-11-10T00:00:00,23,17,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1281,1291,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,10,Bronx,2020-11-10T00:00:00,23,4,19,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,11/10/20,,
1282,1292,22K312,P.S. 312 BERGEN BEACH,22,Brooklyn,2020-11-10T00:00:00,22,0,22,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1283,1293,20K069,P.S. 69 VINCENT D. GRIPPO SCHOOL,20,Brooklyn,2020-11-10T00:00:00,21,0,21,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1284,1294,20K185,P.S. 185 WALTER KASSENBROCK,20,Brooklyn,2020-11-10T00:00:00,21,1,20,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1285,1295,27Q197,P.S. 197 THE OCEAN SCHOOL,27,Queens,2020-11-10T00:00:00,21,11,10,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1286,1296,19K190,P.S. 190 SHEFFIELD,19,Brooklyn,2020-11-10T00:00:00,20,9,11,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1287,1297,20K506,P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,20,Brooklyn,2020-11-10T00:00:00,20,4,16,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1288,1298,22K405,MIDWOOD HIGH SCHOOL,22,Brooklyn,2020-11-10T00:00:00,20,4,16,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,11/10/20,,
1289,1299,17K397,P.S. 397 FOSTER-LAURIE,17,Brooklyn,2020-11-10T00:00:00,19,12,7,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1290,1300,25Q525,TOWNSEND HARRIS HIGH SCHOOL,25,Queens,2020-11-10T00:00:00,19,4,15,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,11/10/20,,
1291,1301,22K361,P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,22,Brooklyn,2020-11-10T00:00:00,18,2,16,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1292,1302,75K004A,P004K @ P007K,75,Brooklyn,2020-11-10T00:00:00,18,0,18,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1293,1303,15K094,P.S. 094 THE HENRY LONGFELLOW,15,Brooklyn,2020-11-10T00:00:00,17,15,2,100%,6%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1294,1304,28Q206,P.S. 206 THE HORACE HARDING SCHOOL,28,Queens,2020-11-10T00:00:00,16,8,8,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1295,1305,75K370B,P370K @ P163K ANNEX,75,Brooklyn,2020-11-10T00:00:00,16,0,16,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1296,1306,13K553,BROOKLYN ACADEMY HIGH SCHOOL,13,Brooklyn,2020-11-10T00:00:00,15,1,14,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1297,1307,19K760,HIGHLAND PARK COMMUNITY SCHOOL,19,Brooklyn,2020-11-10T00:00:00,15,6,9,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1298,1308,19K907,LEGACY SCHOOL OF THE ARTS,19,Brooklyn,2020-11-10T00:00:00,15,2,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1299,1309,23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,23,Brooklyn,2020-11-10T00:00:00,15,0,15,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,11/10/20,,
1300,1310,75K771D,P771K @ P236K,75,Brooklyn,2020-11-10T00:00:00,15,0,15,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1301,1311,15K130A,P.S. 130 THE PARKSIDE,15,Brooklyn,2020-11-10T00:00:00,14,4,10,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1302,1312,21K288,P.S. 288 THE SHIRLEY TANYHILL,21,Brooklyn,2020-11-10T00:00:00,14,0,14,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1303,1313,75Q255B,P255Q @ P128Q,75,Queens,2020-11-10T00:00:00,14,0,14,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1304,1314,22K119,P.S. 119 AMERSFORT,22,Brooklyn,2020-11-10T00:00:00,13,0,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1305,1315,22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,22,Brooklyn,2020-11-10T00:00:00,13,0,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,11/10/20,,
1306,1316,19K328,P.S. 328 PHYLLIS WHEATLEY,19,Brooklyn,2020-11-10T00:00:00,12,6,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1307,1317,75K771B,P771K @ P329K,75,Brooklyn,2020-11-10T00:00:00,12,0,12,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1308,1318,19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,19,Brooklyn,2020-11-10T00:00:00,11,1,10,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1309,1319,75Q277D,Q277 @ Q314,75,Queens,2020-11-10T00:00:00,11,0,11,100%,9%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1310,1320,19K938,P.S. 938,19,Brooklyn,2020-11-10T00:00:00,9,0,9,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1311,1321,27Q106,LIGHTHOUSE ELEMENTARY SCHOOL,27,Queens,2020-11-10T00:00:00,9,2,7,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1312,1322,75Q009B,P009Q @ P058Q,75,Queens,2020-11-10T00:00:00,9,3,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1313,1323,09X219,I.S. 219 NEW VENTURE SCHOOL,9,Bronx,2020-11-10T00:00:00,9,0,9,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1314,1324,13K492,ACADEMY OF ARTS AND LETTERS,13,Brooklyn,2020-11-10T00:00:00,8,5,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1315,1325,22K326,P.S. 326,22,Brooklyn,2020-11-10T00:00:00,8,4,4,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1316,1326,75Q009A,P009Q @ I005Q,75,Queens,2020-11-10T00:00:00,7,0,7,100%,14%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1317,1327,27Q100,P.S. 100 GLEN MORRIS,27,Queens,2020-11-10T00:00:00,6,0,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1318,1328,75K004B,P004K @ P109K,75,Brooklyn,2020-11-10T00:00:00,6,0,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1319,1329,75K370D,P370K @ P100K,75,Brooklyn,2020-11-10T00:00:00,5,0,5,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1320,1330,75Q233H,P233Q @ H.S. FOR CONSTRUCTION TRADES,75,Queens,2020-11-10T00:00:00,4,0,4,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1321,1331,19K171,I.S. 171 ABRAHAM LINCOLN,19,Brooklyn,2020-11-10T00:00:00,3,0,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1322,1332,75K004D,P004K @ P081K,75,Brooklyn,2020-11-10T00:00:00,3,0,3,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1323,1333,23K518,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY),23,Brooklyn,2020-11-10T00:00:00,2,0,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1324,1334,28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,28,Queens,2020-11-10T00:00:00,2,0,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1325,1335,75Q811B,P811Q @ FRANCIS LEWIS H.S.,75,Queens,2020-11-10T00:00:00,2,0,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1326,1336,79Q950C,PATHWAYS TO GRADUATION,79,Queens,2020-11-10T00:00:00,2,0,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1327,1337,07X381,BRONX HAVEN HIGH SCHOOL,7,Bronx,2020-11-10T00:00:00,2,0,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1328,1338,15K667,SUNSET PARK HIGH SCHOOL,15,Brooklyn,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,11/10/20,,
1329,1339,17K543,"SCIENCE, TECH & RESEARCH EARLY COLLEGE HS ERASMUS",17,Brooklyn,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,11/10/20,,
1330,1340,18K635,OLYMPUS ACADEMY,18,Brooklyn,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1331,1341,19K158,P.S. 158 WARWICK,19,Brooklyn,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1332,1342,19K273,P.S. 273 WORTMAN,19,Brooklyn,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1333,1343,19K764,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,19,Brooklyn,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,11/10/20,,
1334,1344,20K971,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",20,Brooklyn,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1335,1345,21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,21,Brooklyn,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,11/10/20,,
1336,1346,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,24,Queens,2020-11-10T00:00:00,1,1,0,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1337,1347,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,24,Queens,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1338,1348,25Q194,J.H.S. 194 WILLIAM CARR,25,Queens,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/10/20,,
1339,1349,26Q435,MARTIN VAN BUREN HIGH SCHOOL,26,Queens,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,11/10/20,,
1340,1350,75K231A,P.S. 231K@P.S. 264K BAY RIDGE ELEM SCHOOL,75,Brooklyn,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1341,1351,75Q233,P233Q @ METROPOLITAN HS,75,Queens,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1342,1352,75Q256E,P256Q @ BEACH CHANNEL H.S.,75,Queens,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/10/20,,
1343,1353,05M499,FREDERICK DOUGLASS ACADEMY,5,Manhattan,2020-11-10T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,11/10/20,,
1344,1354,06M004,P.S. 004 DUKE ELLINGTON,6,Manhattan,2020-11-10T00:00:00,1,1,0,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/10/20,,
1345,1355,11X106,P.S. 106 PARKCHESTER,11,Bronx,2020-11-09T00:00:00,146,51,95,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1346,1356,02M104,J.H.S. 104 SIMON BARUCH,2,Manhattan,2020-11-09T00:00:00,143,85,58,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1347,1357,31R008,P.S. 8 SHIRLEE SOLOMON,31,Staten Island,2020-11-09T00:00:00,126,53,73,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1348,1358,02M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,2,Manhattan,2020-11-09T00:00:00,126,75,51,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1349,1359,24Q061,I.S. 061 LEONARDO DA VINCI,24,Queens,2020-11-09T00:00:00,116,92,24,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1350,1360,30Q069,P.S. 069 JACKSON HEIGHTS,30,Queens,2020-11-09T00:00:00,96,51,45,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1351,1361,11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,11,Bronx,2020-11-09T00:00:00,95,59,36,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1352,1362,10X095,P.S. 095 SHEILA MENCHER,10,Bronx,2020-11-09T00:00:00,94,56,38,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1353,1364,02M183,P.S. 183 ROBERT L. STEVENSON,2,Manhattan,2020-11-09T00:00:00,88,27,61,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1354,1365,11X096,P.S. 096 RICHARD RODGERS,11,Bronx,2020-11-09T00:00:00,81,28,53,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1355,1366,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,2,Manhattan,2020-11-09T00:00:00,79,58,21,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1356,1367,25Q379,COLLEGE POINT COLLABORATIVE,25,Queens,2020-11-09T00:00:00,77,37,40,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1357,1368,17K138,P.S. 138 BROOKLYN,17,Brooklyn,2020-11-09T00:00:00,76,20,56,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1358,1369,10X306,P.S. 306,10,Bronx,2020-11-09T00:00:00,76,32,44,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1359,1370,17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,17,Brooklyn,2020-11-09T00:00:00,73,12,61,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,11/9/20,,
1360,1371,09X443,THE FAMILY SCHOOL,9,Bronx,2020-11-09T00:00:00,72,22,50,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,11/9/20,,
1361,1372,25Q163,P.S. 163 FLUSHING HEIGHTS,25,Queens,2020-11-09T00:00:00,71,39,32,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1362,1373,11X019,P.S. 019 JUDITH K. WEISS,11,Bronx,2020-11-09T00:00:00,71,25,46,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1363,1374,25Q029,P.S. 029 QUEENS,25,Queens,2020-11-09T00:00:00,70,49,21,100%,1%,1,1,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1364,1375,27Q226,J.H.S. 226 VIRGIL I. GRISSOM,27,Queens,2020-11-09T00:00:00,70,26,44,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1365,1376,06M189,P.S. 189,6,Manhattan,2020-11-09T00:00:00,70,40,30,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1366,1377,26Q430,FRANCIS LEWIS HIGH SCHOOL,26,Queens,2020-11-09T00:00:00,68,21,47,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,11/9/20,,
1367,1378,11X127,J.H.S. 127 THE CASTLE HILL,11,Bronx,2020-11-09T00:00:00,67,33,34,100%,1%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1368,1379,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,31,Staten Island,2020-11-09T00:00:00,66,42,24,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1369,1380,31R016,P.S. 016 JOHN J. DRISCOLL,31,Staten Island,2020-11-09T00:00:00,64,22,42,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1370,1381,11X103,P.S. 103 HECTOR FONTANEZ,11,Bronx,2020-11-09T00:00:00,64,12,52,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1371,1382,25Q219,P.S. 219 PAUL KLAPPER,25,Queens,2020-11-09T00:00:00,62,35,27,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1372,1383,24Q143,P.S. 143 LOUIS ARMSTRONG,24,Queens,2020-11-09T00:00:00,61,26,35,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1373,1384,31R013,P.S. 013 M. L. LINDEMEYER,31,Staten Island,2020-11-09T00:00:00,61,19,42,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1374,1385,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,10,Bronx,2020-11-09T00:00:00,61,35,26,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1375,1386,28Q190,J.H.S. 190 RUSSELL SAGE,28,Queens,2020-11-09T00:00:00,61,26,35,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1376,1387,11X567,LINDEN TREE ELEMENTARY SCHOOL,11,Bronx,2020-11-09T00:00:00,61,44,17,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1377,1388,31R005,P.S. 005 HUGUENOT,31,Staten Island,2020-11-09T00:00:00,60,16,44,100%,2%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
1378,1389,20K445,NEW UTRECHT HIGH SCHOOL,20,Brooklyn,2020-11-09T00:00:00,59,10,49,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,11/9/20,,
1379,1390,30Q145,I.S. 145 JOSEPH PULITZER,30,Queens,2020-11-09T00:00:00,58,0,58,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,11/9/20,,
1380,1391,31R042,P.S. 042 ELTINGVILLE,31,Staten Island,2020-11-09T00:00:00,57,0,57,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,11/9/20,,
